,athlete_id,name,born_date,died_date,born_city,born_country,born_region,height_cm,weight_kg,NOC
268,269,Bonit Wiryawan Sugiharto,1968-02-10,,Surabaya,(INA),Jawa Timur,172.0,61.0,(INA)
269,270,Madhumita Bisht (Goswami-),1964-10-05,,,,,,,
270,271,Nora Margaret Polley (Fischer-),1894-07-29,,Budaun,(IND),Uttar Pradesh,,,(IND)
271,272,Ambika Radhika,1973-05-17,,,,,,,
272,273,Niyati Roy-Shah,1965-09-30,,,,,,,
273,274,Sayed Zeeshan Ali,1970-01-01,,,,,180.0,64.0,(IND)
274,275,Anand Amritraj,1952-03-20,,,,,185.0,77.0,(IND)
275,276,Vijay Amritraj,1953-12-14,,,,,193.0,75.0,(IND)
276,277,Chetan Panduranga Baboor,1974-04-22,,,,,188.0,70.0,
277,278,Deepankar Bhattacharya,1972-02-01,,,,,178.0,68.0,
278,279,Mahesh Shrinivas Bhupathi,1974-06-07,,,,,185.0,88.0,(IND)
279,280,Ali Athar Hassan Ally Fyzee,1883-08-28,1963-11-03,Mumbai,(IND),Maharashtra,,,(IND)
280,281,Sujay Jashiwant Ghorpade,1965-01-10,,,,,,,
281,282,"Syed Mohammad ""S. M."" Hadi",1899-08-12,1971-07-14,Hyderabad,(IND),Andhra Pradesh,,,(IND)
282,283,Sydney Montague Jacob,1879-10-28,1977-02-14,Kasauli,(IND),Himachal Pradesh,,,(IND)
283,284,Ramesh Krishnan,1961-06-05,,,,,170.0,63.0,(IND)
284,285,Vimal Kumar,1962-11-19,,,,,184.0,78.0,
285,286,Kamlesh Navinchandra Mehta,1960-05-01,,Mumbai,(IND),Maharashtra,,,(IND)
286,287,Leander Adrian Paes,1973-06-17,,,,,178.0,77.0,(IND)
287,288,Donald Ross Rutnam,1902-09-19,1968-06-10,Colombo,(SRI),Basnahira,,,(SRI)
288,289,Mohammed Sleem,1892-01-14,,Multan,(PAK),Punjab,,,(PAK)
289,290,Ángel Bello,1951-01-09,2013-06-13,Vigo,(ESP),Pontevedra,,,(ESP)
290,291,Claudio A. Pafundi,1962-01-31,,,,,,,
291,292,Maureen Adams,1937-08-27,2017-12-15,,,,169.0,68.0,
292,293,Deonne Ellen Bridger,1972-05-15,,Perth,(AUS),Western Australia,168.0,62.0,(AUS)
293,294,"Terene Eva ""Terry"" Donovan",1944-12-27,,,,,157.0,53.0,
294,295,Myfanwy Ann Matthews,1975-12-29,,Dubbo,(AUS),New South Wales,174.0,60.0,(AUS)
295,296,Carole Mary Toy,1948-07-18,,,,,164.0,61.0,
296,297,David John Anear,1948-03-26,,Lowestoft,(GBR),England,175.0,80.0,(GBR)
297,298,Christopher John Blake,1953-06-13,,,,,180.0,81.0,
298,299,Scott Dumbrell,1961-02-03,,,,,182.0,66.0,
299,300,Simon John Fairweather,1969-10-09,,Adelaide,(AUS),South Australia,175.0,71.0,(AUS)
300,301,Jackson Campbell Fear,1978-01-13,2006-07-21,Sydney,(AUS),New South Wales,178.0,125.0,(AUS)
301,302,"Matthew Scott ""Matt"" Gray",1973-06-24,,Yea,(AUS),Victoria,189.0,86.0,(AUS)
302,303,Grant Brian Greenham,1954-07-20,2018-08-23,Perth,(AUS),Western Australia,,,(AUS)
303,304,Scott Hunter-Russell,1970-06-01,,Sydney,(AUS),New South Wales,164.0,65.0,(AUS)
304,305,"Terrence ""Terry"" Reilly",1947-10-24,,,,,180.0,72.0,
305,306,Graeme Telford,1942-03-19,,,,,185.0,,
306,307,Rodney Wagner,1955-07-30,,,,,183.0,89.0,
307,308,Ursula Valenta,1951-07-17,,,,,171.0,62.0,
308,309,Peter Mitterer,1947-04-12,,Gmunden,(AUT),Oberösterreich,180.0,79.0,(AUT)
309,310,Oswald Probst,1935-07-09,2015-07-15,,,,172.0,67.0,(AUT)
310,311,Marie-Claire Van Stevens,1948-05-22,,Vilvoorde,(BEL),Vlaams Brabant,157.0,60.0,(BEL)
311,312,Raymonda Verlinden,1945-09-25,,Kessel,(BEL),Antwerpen,157.0,60.0,(BEL)
312,313,"Alphonsius Gustaaf ""Alphonse"" Allaert",1872-10-27,,Sint-Michiels,(BEL),West-Vlaanderen,,,(BEL)
313,314,André Baeyens,1946-09-29,,Erondegem,(BEL),Oost-Vlaanderen,168.0,,(BEL)
314,315,Pierre Blacks,1948-10-20,,Ixelles,(BEL),Région de Bruxelles-Capitale,182.0,75.0,(BEL)
315,316,Edmond Cloetens,,,,,,,,
316,317,Robert Cogniaux,1934-05-29,,Asse,(BEL),Vlaams Brabant,173.0,75.0,(BEL)
317,318,"Jozef ""Jos"" Daman",1945-10-15,,,,,167.0,,(BEL)
318,319,Victor Edmond De Knibber,1875-01-23,,Sint-Joost-ten-Node,(BEL),Région de Bruxelles-Capitale,,,(BEL)
319,320,Patrick De Koning,1961-04-23,,Dendermonde,(BEL),Oost-Vlaanderen,178.0,92.0,(BEL)
320,321,Jérôme De Mayer,1875-07-21,1958-08-18,,,,,,
321,322,Louis Delcon,,,,,,,,
322,323,"Druart, Jr.",,,,,,,,
323,324,Victor Louis Fierens,1875-10-14,,Duffel,(BEL),Antwerpen,,,(BEL)
324,325,Firmin Flamand,,,,,,,,
325,326,Emmanuel Foulon,1871-12-29,1945-07-22,Frameries,(BEL),Hainaut,,,(BEL)
326,327,Joseph Hermans,,,,,,,,
327,328,Francis Notenboom,1957-08-09,,Essen,(BEL),Antwerpen,180.0,83.0,(BEL)
328,329,Louis Van Beeck,,,,,,,,
329,330,"Jan Lodewijk ""Louis"" Van De Perck",1889-10-14,1953-11-30,Hoboken,(BEL),Antwerpen,,,(BEL)
330,331,Auguste Van De Verre,,,,,,,,
331,332,Willy Van Den Bossche,1949-01-22,,Adegem,(BEL),Oost-Vlaanderen,176.0,78.0,(BEL)
332,333,Gerard Theodor Hubert Van Innis,1866-02-24,1961-11-25,Elewijt,(BEL),Vlaams Brabant,,,(BEL)
333,334,Edmond Van Moer,,,,,,,,
334,335,Pierre Van Tilt,,,,,,,,
335,336,Paul Vermeiren,1963-08-27,,Herentals,(BEL),Antwerpen,181.0,79.0,(BEL)
336,337,Marnix Vervinck,1959-08-09,,Beernem,(BEL),West-Vlaanderen,172.0,72.0,(BEL)
337,338,Karma Chhoden,1966-06-13,,,,,174.0,55.0,
338,339,Sonam Chuki,1963-04-07,,,,,163.0,48.0,
339,340,Rinzi Lham,1967-10-10,,,,,163.0,57.0,
340,341,Namgyal Lhamu,1974-04-05,,,,,163.0,57.0,
341,342,Pem Tshering,1975-09-10,,,,,,,
342,343,Karma Tshomo,1973-10-10,,,,,,,
343,344,Ugyen Ugyen,1974-06-02,,,,,,,
344,345,Thinley Dorji,1950-11-20,,,,,180.0,75.0,
345,346,Jubzang Jubzang,1971-05-07,,,,,163.0,55.0,
346,347,Nawang-Dash Pelzang,1951-07-15,,,,,176.0,60.0,
347,348,Karma Tenzin,1972-12-01,,,,,,,
348,349,Jigme Tshering,1959-10-18,,,,,163.0,58.0,
349,350,Lhendup Tshering,1947-06-05,,,,,173.0,77.0,
350,351,Pema Tshering,1951-07-15,,,,,165.0,65.0,
351,352,Volha Alehauna Yakusheva,1974-10-07,,Vitebsk,(BLR),Vitebsk,,,(BLR)
352,353,Volha Dzimtryeuna Zabuhina-Moroz,1966-12-09,,Minsk,(BLR),Minsk,,,(BLR)
353,354,Arci Zélia Mensch Kempner,1934-02-03,,Porto Alegre,(BRA),Rio Grande do Sul,170.0,60.0,(BRA)
354,355,Jorge Azevedo,1950-05-10,,Rio de Janeiro,(BRA),Rio de Janeiro,168.0,70.0,(BRA)
355,356,Renato Dutra e Mello Emilio,1955-05-12,,Rio de Janeiro,(BRA),Rio de Janeiro,167.0,72.0,(BRA)
356,357,Vítor Augusto Krieger,1960-04-30,,Porto Alegre,(BRA),Rio Grande do Sul,,,(BRA)
357,358,Tsvetanka Stoycheva,1960-03-01,,,,,174.0,63.0,
358,359,Ivan Yotov Ivanov,1956-06-10,,,,,,,
359,360,Petko Kichev,1950-06-09,,,,,174.0,72.0,
360,361,Stefan Mlyakov,1971-09-22,,Gabrovo,(BUL),Gabrovo,183.0,80.0,(BUL)
361,362,Wanda Marie Allan-Sadegur,1955-01-24,,Victoria,(CAN),British Columbia,165.0,91.0,(CAN)
362,363,Brenda Cuming,1958-09-02,,,,,160.0,65.0,(NZL)
363,364,Mary Grant (-Luding),1949-02-27,,Windsor,(CAN),Ontario,169.0,,(CAN)
364,365,Linda Kazienko,1955-05-29,,Grimsby,(CAN),Ontario,175.0,61.0,(CAN)
365,366,Lucille Goyette Lemay,1950-07-20,,Montréal,(CAN),Québec,157.0,53.0,(CAN)
366,367,"Lela Viola ""Vi"" Muir (Yetman-)",1934-11-04,,Duncan,(CAN),British Columbia,170.0,,(CAN)
367,368,Marjory Saunders,1913-03-10,2010-11-26,,,,162.0,,(GBR)
368,369,Sylvain Cadieux,1974-09-25,,Saint-Louis-de-Terrebonne,(CAN),Québec,182.0,77.0,(CAN)
369,370,Denis Canuel,1962-10-22,,Schefferville,(CAN),Québec,176.0,75.0,(CAN)
370,371,Daniel Desnoyers,1957-02-27,,Québec City,(CAN),Québec,187.0,90.0,(CAN)
371,372,Elmer Ewert,1934-09-19,,,,,181.0,,(CAN)
372,373,"Edward G. ""Ed"" Gamble",1935-09-18,2016-12-31,Leicester,(GBR),England,173.0,61.0,(GBR)
373,374,"Donald Arthur ""Don"" Jackson",1932-10-25,2009-01-26,Lindsay,(CAN),Ontario,178.0,,(CAN)
374,375,"David ""Dave"" Mann",1957-02-01,,Vancouver,(CAN),British Columbia,180.0,73.0,(CAN)
375,376,John McDonald,1965-05-28,,Halifax,(CAN),Nova Scotia,183.0,74.0,(CAN)
376,377,Wayne Pullen,1945-02-27,,Vancouver,(CAN),British Columbia,183.0,,(CAN)
377,378,Jeannot Robitaille,1953-04-19,,Dupuy,(CAN),Québec,175.0,75.0,(CAN)
378,379,Claude Rousseau,1953-06-16,,Saint-Nicolas,(CAN),Québec,178.0,76.0,(CAN)
379,380,"Robert ""Rob"" Rusnov",1973-12-09,,Toronto,(CAN),Ontario,180.0,89.0,(CAN)
380,381,Kevin Sally,1972-12-05,,Richmond Hill,(CAN),Ontario,183.0,84.0,(CAN)
381,382,He Ying,1977-04-17,,Siping,(CHN),Jilin,170.0,68.0,(CHN)
382,383,Li Lingjuan,1966-04-10,,,,,166.0,62.0,
383,384,Ma Xiangjun,1964-10-30,,Qingdao,(CHN),Shandong,171.0,65.0,(CHN)
384,385,Ma Shaorong,1970-12-13,,,,,171.0,61.0,
385,386,Wang Hong,1965-05-22,,,,,171.0,58.0,
386,387,Wang Jin,1960-12-05,,,,,171.0,68.0,
387,388,Wang Xiaozhu,1973-05-15,,,,,176.0,63.0,(CHN)
388,389,Wu Yanan,1964-12-07,,,,,169.0,62.0,
389,390,Yang Jianping,1979-12-10,,Taiyuan,(CHN),Shanxi,171.0,75.0,(CHN)
390,391,Yao Yawen,1967-02-02,,,,,167.0,61.0,
391,392,Duoji Qiuyun,1962-12-15,,,,,174.0,75.0,
392,393,Feng Zemin,1958-01-18,,,,,172.0,73.0,
393,394,Fu Shengjun,1972-12-28,,,,,173.0,65.0,
394,395,Hao Wei,1968-10-30,,,,,184.0,70.0,
395,396,Liang Qiang,1973-04-07,,,,,174.0,65.0,
396,397,Liang Qiuzhong,1966-09-12,,,,,175.0,73.0,
397,398,Luo Hengyu,1972-12-22,,,,,186.0,86.0,
398,399,Ru Guang,1955-11-01,,,,,170.0,64.0,
399,400,Shen Jun,1972-06-27,,,,,,,
400,401,Tang Hua,1977-09-06,,,,,175.0,77.0,
401,402,Ba Yongshan,1961-08-06,,,,,180.0,70.0,
402,403,Zhang Zheng,1963-05-18,,,,,181.0,78.0,
403,404,María Victoria Echevarría Dueñas,1960-07-07,,,,,,,
404,405,Juan Carlos Echevarría Dueñas,1962-01-28,,,,,179.0,71.0,
405,406,Patricia Gerardina Obregón Jiménez,1952-02-18,2020-10-06,San José,(CRC),San José,,,(CRC)
406,407,Luis Gerardo González Vásquez,1945-11-19,,San José,(CRC),San José,179.0,86.0,(CRC)
407,408,Jorge Luis del Socorro Murillo Sanabria,1939-11-15,,San José,(CRC),San José,180.0,81.0,(CRC)
408,409,Juan José Wedel Carazo,1944-06-28,2013-11-20,San Juan de Tibás,(CRC),San José,177.0,73.0,(CRC)
409,410,Simos Simonis,1966-07-23,,,,,,,
410,411,Lilli Margrethe Lentz (Christensen-),1924-09-13,,,,,172.0,,(DEN)
411,412,Erna Rahbek Pedersen (-Wienecke),1926-10-06,,,,,172.0,,(DEN)
412,413,Herluf Juhl Andersen,1931-12-25,2013-01-30,,,,177.0,,(DEN)
413,414,Arne Erik Jacobsen,1942-06-12,,,,,178.0,72.0,(DEN)
414,415,Jan Jacobsen,1963-03-05,,,,,170.0,62.0,(DEN)
415,416,Ole Gammelgaard Nielsen,1965-11-20,,Silkeborg,(DEN),Midtjylland,181.0,72.0,(DEN)
416,417,Jan Christian Rytter,1973-09-05,,Aalborg,(DEN),Nordjylland,,,(DEN)
417,418,Henrik Kromann Toft,1968-07-11,,Aalborg,(DEN),Nordjylland,195.0,80.0,(DEN)
418,419,Teresa Fernández Suárez,1949-10-15,,Oviedo,(ESP),Asturias,,,(ESP)
419,420,Ascensión Guerra González,1955-02-28,,Madrid,(ESP),Madrid,171.0,63.0,(ESP)
420,421,Montserrat Martín Moncusí,1966-07-26,,Montblanc,(ESP),Tarragona,156.0,56.0,(ESP)
421,422,María Teresa Romero Martínez,1930-09-22,,Madrid,(ESP),Madrid,168.0,,(ESP)
422,423,María Teresa Valdés Estrada,1961-04-11,2003-06-01,Lugones,(ESP),Asturias,168.0,60.0,(ESP)
423,424,Juan Carlos Holgado Romero,1968-04-16,,Dierdorf,(GER),Rheinland-Pfalz,178.0,70.0,(GER)
424,425,Manuel Francisco Jiménez Taravilla,1940-02-02,2017-09-27,Manzanares,(ESP),Ciudad Real,175.0,85.0,(ESP)
425,426,Alfonso Menéndez Vallín,1966-05-31,,Avilés,(ESP),Asturias,,,(ESP)
426,427,Francisco Peralta Osorno,1943-09-18,2020-03-18,Manzanilla,(ESP),Huelva,176.0,63.0,(ESP)
427,428,José Prieto Escaso,1946-04-24,,Huelva,(ESP),Huelva,170.0,61.0,(ESP)
428,429,Emilio Ramos Delgado,1935-04-25,,Madrid,(ESP),Madrid,169.0,,(ESP)
429,430,Manuel Rubio Estrugas,1951-09-13,,Barcelona,(ESP),Barcelona,172.0,74.0,(ESP)
430,431,Antonio Vázquez Megido,1961-01-26,,Levinco,(ESP),Asturias,188.0,76.0,(ESP)
431,432,Raul Kivilo,1970-10-04,,Järvakandi,(EST),Raplamaa,182.0,85.0,(EST)
432,433,Minna Kaarina Heinonen (-Koivisto),1967-08-26,,Harjavalta,(FIN),Satakunta,173.0,,(FIN)
433,434,Carita Ann-Marie Jussila,1947-08-20,2011-03-18,Helsinki,(FIN),Uusimaa,164.0,59.0,(FIN)
434,435,Päivi Aulikki Meriluoto-Aaltonen,1952-12-12,,Tampere,(FIN),Pirkanmaa,171.0,61.0,(FIN)
435,436,Jutta Anneli Poikolainen (Vähäoja-),1963-03-15,,Tampere,(FIN),Pirkanmaa,176.0,,(FIN)
436,437,Ulla Margit Rantala (Rajakisto-),1957-05-01,,Tammela,(FIN),Kanta-Häme,173.0,58.0,(FIN)
437,438,Ismo Kalevi Falck,1966-08-22,,Paltamo,(FIN),Kainuu,172.0,,(FIN)
438,439,Olavi Jaakko Laurila,1940-12-29,,Vaasa,(FIN),Pohjanmaa,181.0,90.0,(FIN)
439,440,Jari Matti Lipponen,1972-10-17,,Kemi,(FIN),Lappi,182.0,75.0,(FIN)
440,441,Kauko Markus Laasonen,1951-01-08,,Kesälahti,(FIN),Pohjois-Karjala,178.0,,(FIN)
441,442,Kyösti Kalevi Laasonen,1945-09-27,,Kitee,(FIN),Pohjois-Karjala,173.0,,(FIN)
442,443,Tomi Jaakko Poikolainen,1961-12-27,,Helsinki,(FIN),Uusimaa,178.0,,(FIN)
443,444,Jorma Alexander Sandelin,1936-06-04,,Kristiinankaupunki,(FIN),Pohjanmaa,183.0,73.0,(FIN)
444,445,Markku Juhani Syrjälä,1955-05-12,2023-10-11,Kurikka,(FIN),Etelä-Pohjanmaa,186.0,65.0,(FIN)
445,446,Tommi Tapani Tuovila,1971-07-08,,Kuusamo,(FIN),Pohjois-Pohjanmaa,185.0,90.0,(FIN)
446,447,Pentti Olavi Antero Vikström,1951-12-09,,Oulainen,(FIN),Pohjois-Pohjanmaa,187.0,79.0,(FIN)
447,448,Marie-Josée Bazin,1952-05-03,,Avignon,(FRA),Vaucluse,173.0,75.0,(FRA)
448,449,Séverine Bonal,1972-02-13,,Montpellier,(FRA),Hérault,164.0,56.0,(FRA)
449,450,Pierrette Dame,1936-08-26,,,,,159.0,,
450,451,Anna Herrad Frey,1933-08-25,2022-11-19,Basel,(SUI),Basel-Stadt,169.0,,(SUI)
451,452,Christine Gabillard (-Favre),1970-01-02,,Le Perreux-sur-Marne,(FRA),Val-de-Marne,168.0,64.0,(FRA)
452,453,Nathalie Hibon,1969-04-24,,Meaux,(FRA),Seine-et-Marne,168.0,58.0,(FRA)
453,454,Catherine Pellen,1956-12-04,,Paris,(FRA),Paris,175.0,73.0,(FRA)
454,455,Marie-Christine Ventrillon (-Nungesser),1949-03-11,,,,,172.0,66.0,
455,456,Charles Aubras,,,,,,,,
456,457,"Édouard Beaudoin, Jr.",,,,,,,,
457,458,Henri Berton,,,,,,,,
458,459,Julien Louis Brulé,1875-04-30,,Avilly-Saint-Léonard,(FRA),Oise,,,(FRA)
459,460,Charles Gustave Cabaret,1866-11-01,1918-04-04,Claye-Souilly,(FRA),Seine-et-Marne,,,(FRA)
460,461,Alain Convard,1947-01-16,1974-08-06,Belleville-sur-Meuse,(FRA),Meuse,189.0,,(FRA)
461,462,Albert Dauchez,,,,,,,,
462,463,Jean-Louis S. de la Croix,,,,,,,,
463,464,Denet,,,,,,,,
464,465,Gérard Douis,1952-02-29,,,,,178.0,75.0,
465,466,Jacques Doyen,1943-08-21,,,,,173.0,,
466,467,Théodore Léon Epin,1858-10-30,1928-07-03,Ceintrey,(FRA),Meurthe-et-Moselle,,,(FRA)
467,468,Albert Pascal Fauvel,1882-04-08,1942-10-22,Béthisy-Saint-Pierre,(FRA),Oise,,,(FRA)
468,469,Bruno Felipe,1964-03-29,,Saint-Ouen,(FRA),Seine-Saint-Denis,180.0,69.0,(FRA)
469,470,Émile Léon Fisseux,1868-02-15,,Paris Xe,(FRA),Paris,,,(FRA)
470,471,Sébastien Flûte,1972-03-25,,Brest,(FRA),Finistère,170.0,58.0,(FRA)
471,472,Claude Franclet,1964-06-23,,Paris,(FRA),Paris,176.0,65.0,(FRA)
472,473,Galinard,,,,,,,,
473,474,Louis Edouard Albert Glineur,1849-12-10,,Dour,(BEL),Hainaut,,,(BEL)
474,475,Eugène François Grisot,1866-12-19,1936-05-02,Frétigney-et-Velloreille,(FRA),Haute-Saône,,,(FRA)
475,476,Émile Grumiaux,1861-06-11,1932-05-18,Hornu,(BEL),Hainaut,,,(BEL)
476,477,Olivier Heck,1966-06-29,,Pau,(FRA),Pyrénées-Atlantiques,182.0,75.0,(FRA)
477,478,Henri Hyacinthe Helle,1873-09-04,1901-06-21,Thiescourt,(FRA),Oise,,,(FRA)
478,479,"Henri Louis Hérouin, Sr.",1876-02-19,,Congis-sur-Thérouanne,(FRA),Seine-et-Marne,,,(FRA)
479,480,Oscar Jay,,,,,,,,
480,481,Albert le Tyrant,1946-09-12,,,,,170.0,70.0,
481,482,Lecomte,,,,,,,,
482,483,Louis-Henry Gaston Jean Lemirre,1929-04-08,2000-08-01,Vire,(FRA),Calvados,180.0,,(FRA)
483,484,Paul Louis Eugène Désiré Leroy,1884-01-13,1949-04-09,Bellot,(FRA),Seine-et-Marne,,,(FRA)
484,485,Damien Letulle,1973-04-03,,Bayeux,(FRA),Calvados,184.0,82.0,(FRA)
485,486,Philippe Loyen,1962-11-22,,,,,168.0,54.0,
486,487,François Arthur Mabillon,1888-10-13,1961-10-13,Claye-Souilly,(FRA),Seine-et-Marne,,,(FRA)
487,488,Émile Mercier,,,,,,,,
488,489,Eugène Mougin,1852-11-17,1924-12-28,Paris,(FRA),Paris,,,(FRA)
489,490,Charles-Frédéric Petit,1857-05-06,1947-02-19,Carnières,(FRA),Nord,,,(FRA)
490,491,Alfred Poupart,,,,,,,,
491,492,Léonce Gaston Quentin,1880-02-16,1957-12-01,Chartres,(FRA),Eure-et-Loir,,,(FRA)
492,493,Charles Quervel,,,,,,,,
493,494,Louis Eugène Richez,1864-08-05,,Canly,(FRA),Oise,,,(FRA)
494,495,Louis-Albert Salingré,,,,,,,,
495,496,Auguste Serrurier,1857-03-25,,Denain,(FRA),Nord,,,(FRA)
496,497,Michaël Taupin Bourgeonnier,1972-03-12,,Champigny-sur-Marne,(FRA),Val-de-Marne,180.0,67.0,(FRA)
497,498,Victor Thibault,1867-03-08,,Paris Xe,(FRA),Paris,,,(FRA)
498,500,Lionel Torrés,1975-03-16,,Perpignan,(FRA),Pyrénées-Orientales,186.0,79.0,(FRA)
499,501,Charles Vallée,1861-11-18,,Neuilly-Saint-Front,(FRA),Aisne,,,(FRA)
500,502,Thierry Venant,1960-12-28,,Linselles,(FRA),Nord,188.0,82.0,(FRA)
501,503,Pierre Louis Vernet,1870-05-05,1946-03-19,Doranges,(FRA),Puy-de-Dôme,,,(FRA)
502,504,Khatuna Kvrivishvili-Lorig,1974-01-01,,Tbilisi,(GEO),Tbilisi,170.0,64.0,(GEO)
503,505,Ursula Büschking (-Dannowski),1941-09-23,,Braniewo,(POL),Warmińsko-Mazurskie,169.0,55.0,(POL)
504,506,Manuela Dachner,1960-06-15,,Pforzheim,(GER),Baden-Württemberg,171.0,68.0,(GER)
505,507,Astrid Hänschen,1967-01-04,,Hamburg,(GER),Hamburg,170.0,63.0,(GER)
506,508,Doris Haas,1964-12-27,,Gengenbach,(GER),Baden-Württemberg,165.0,59.0,(GER)
507,509,Claudia Kriz,1957-01-18,,Heppenheim,(GER),Hessen,156.0,52.0,(GER)
508,510,Barbara Mensing (-Kegelmann),1960-09-23,,Herten,(GER),Nordrhein-Westfalen,170.0,70.0,(GER)
509,511,Carla Nolpa (Kukla-),1946-03-10,,Stod,(CZE),Plzeňský kraj,172.0,58.0,(CZE)
510,512,Christa Öckl,1943-09-30,,Ústí nad Labem,(CZE),Ústecký kraj,168.0,66.0,(CZE)
511,513,Cornelia Pfohl (-Griem),1971-02-23,,,,,175.0,58.0,(GER)
512,514,Maria Urban,1941-12-20,,Bischofshofen,(AUT),Salzburg,172.0,57.0,(AUT)
513,515,Marion Wagner (-Kuruc),1968-06-09,,,,,162.0,59.0,(GER)
514,516,Manfred Barth,1945-08-31,,Hamburg,(GER),Hamburg,176.0,62.0,(GER)
515,517,Willi Gabriel,1939-09-24,,Owiesno,(POL),Dolnośląskie,165.0,63.0,(POL)
516,518,Armin Garnreiter,1958-07-24,,Burghausen,(GER),Bayern,173.0,80.0,(GER)
517,519,Detlef Kahlert,1962-08-01,,Schwerte,(GER),Nordrhein-Westfalen,184.0,92.0,(GER)
518,520,Richard Krust,1928-08-04,,Wurmberg,(GER),Baden-Württemberg,172.0,80.0,(GER)
519,521,Andreas Lippoldt,1967-07-03,,Sindelfingen,(GER),Baden-Württemberg,189.0,77.0,(GER)
520,522,Frank Marzoch,1965-10-22,,Herne,(GER),Nordrhein-Westfalen,182.0,70.0,(GER)
521,523,Siegfried Ortmann,1937-01-17,,Ruhla,(GER),Thüringen,181.0,82.0,(GER)
522,524,Marc Ingo Rösicke,1971-05-13,,Soest,(GER),Nordrhein-Westfalen,173.0,65.0,(GER)
523,525,"Rudolf ""Rudi"" Schiffl",1941-08-18,2013-03-08,Dachau,(GER),Bayern,185.0,77.0,(GER)
524,526,Bernhard Schulkowski,1951-10-09,,Hanstedt,(GER),Niedersachsen,195.0,105.0,(GER)
525,527,Sandra Wagner-Sachse,1969-09-09,,,,,164.0,75.0,(GER)
526,528,Harry Wittig,1961-06-19,,Böblingen,(GER),Baden-Württemberg,174.0,70.0,(GER)
527,529,Gertrude Appleyard (Tuppen-),1865-04-22,1917-06-09,Brighton,(GBR),England,,,(GBR)
528,530,Ethel Isabel Armitage (MacLaren-),1873-06-21,1957-10-17,Salford,(GBR),England,,,(GBR)
529,531,"Ellen Mabel Liederskron ""Nellie"" Babington (Horne-)",1877-06-12,1956-09-10,City of London,(GBR),England,,,(GBR)
530,532,Adelaide Harriet Matilda Boddam-Whetham (Manning-),1860-12-09,1954-09-20,Eden,(AUS),New South Wales,,,(AUS)
531,533,"Dorothy Cadman (Sharpe-, -Wingate-Saul)",1880-07-16,1971-12-23,Lancaster,(GBR),England,,,(GBR)
532,534,"Patricia ""Pat"" Conway",1944-01-16,,Birmingham,(GBR),England,167.0,44.0,(GBR)
533,535,Doris Elinor Day (Philips-),1872-08-03,1966-08-30,Abbeycwmhir,(GBR),Wales,,,(GBR)
534,536,"Charlotte ""Lottie"" Dod",1871-09-24,1960-06-27,Bebington,(GBR),England,,,(GBR)
535,537,Pauline Mary Edwards,1949-04-23,,Dartford,(GBR),England,162.0,56.0,(GBR)
536,538,Lynne Avril Evans (Thomas-),1948-08-05,,Pontypridd,(GBR),Wales,173.0,,(GBR)
537,539,Rachel Dorothy Mary Fenwick (Atwell-),1935-10-25,,,,,165.0,49.0,
538,540,Joanne Marie Franks-Edens,1967-10-01,,,,,172.0,60.0,(GBR)
539,541,Angela Goodall (-Oakley),1961-08-29,,Glasgow,(GBR),Scotland,167.0,62.0,(GBR)
540,542,Christine Harris,1956-01-14,,,,,168.0,63.0,
541,543,Sylvia Harris,1965-03-17,,Chorley,(GBR),England,175.0,66.0,(GBR)
542,544,"Beatrice Geraldine Hill-Lowe (Ruxton-, -Thompson)",1868-01-26,1951-07-02,Ardee,(IRL),Louth,,,(IRL)
543,545,Dora Honnywill (Neve-),1870-12-17,1959-03-18,Benenden,(GBR),England,,,(GBR)
544,546,Martina Hyde,1866-12-25,1937-05-17,,,,,,(GBR)
545,547,Sarah Henrietta Leonard (Leonard-),1862-03-21,1951-06-05,,,,,,(GBR)
546,548,Katherine Gwen Mudge (-Cardale),1881-08-16,1975-07-26,Llanbedr,(GBR),Wales,,,(GBR)
547,549,Sybil Fenton Newall,1854-10-17,1929-06-24,Calderbrook,(GBR),England,,,(GBR)
548,550,Louisa Adelaide Nott Bower (Yorke-),1861-03-27,1925-09-06,Troedyraur,(GBR),Wales,,,(GBR)
549,551,Gillian Patterson,1963-09-26,,,,,165.0,59.0,
550,552,Lillias Anne Marshall Robertson (Mason-),1882-07-20,1976-03-13,Richmond,(GBR),England,,,(GBR)
551,553,Eileen Robinson,1951-03-06,,Manchester,(GBR),England,170.0,64.0,(GBR)
552,554,Emily Jane Rushton (Ormrod-),1850-01-01,1939-06-30,Halliwell,(GBR),England,,,(GBR)
553,555,Cheryl A. Sutton (Fowler-),1946-09-23,,Norwich,(GBR),England,160.0,72.0,(GBR)
554,556,Carol Sykes (-Crich),1941-12-11,,,,,165.0,,
555,557,Albertine Anne Thackwell,1863-06-19,1944-09-22,Alcester,(GBR),England,,,(GBR)
556,558,Janetta Vance,1855-02-16,1921-11-15,Dublin,(IRL),Dublin,,,(IRL)
557,559,Jessie Ellen Wadworth (Brown-),1863-11-12,1936-07-08,Devizes,(GBR),England,,,(GBR)
558,560,"Brenda Wadworth (-Lea, -Baily)",1885-11-26,1962-01-28,Devizes,(GBR),England,,,(GBR)
559,561,"Margaret Kate Weedon (Macrae-, -Mercer)",1853-10-31,1930-10-19,Lewes,(GBR),England,,,(GBR)
